,recv_c_dttm,create_dttm,resolve_dttm,user_resolve_dttm,forced_resolve_dttm,forced_username,recv_r_dttm,region,eid,ne_id,dn,dn_invt,mon_nm,step1,step2,step3,step4,obj,cause,grade,rect_type,rect_type.1,alert_type,alert_id,Y
57068,2021-04-20 03:00:05.077,2021-04-19 08:58:37.000,2021-04-19 08:58:37.000,,,,2021-04-20 03:00:05.077,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.295,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

57069,2021-04-20 03:00:05.175,2021-04-19 08:58:37.000,2021-04-19 08:58:37.000,,,,2021-04-20 03:00:05.175,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.296,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

57070,2021-04-20 03:00:05.268,2021-04-19 08:58:37.000,2021-04-19 08:58:37.000,,,,2021-04-20 03:00:05.268,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.297,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

57071,2021-04-20 03:00:05.361,2021-04-19 08:58:37.000,2021-04-19 08:58:37.000,,,,2021-04-20 03:00:05.361,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.298,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

57072,2021-04-20 03:00:05.453,2021-04-19 08:58:37.000,2021-04-19 08:58:37.000,,,,2021-04-20 03:00:05.453,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.299,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 2",ipmi_api,status,,0

57073,2021-04-20 03:00:05.546,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:05.546,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.300,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

57074,2021-04-20 03:00:05.641,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:05.641,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.301,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

57075,2021-04-20 03:00:05.740,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:05.740,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.302,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

57076,2021-04-20 03:00:05.839,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:05.839,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.303,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

57077,2021-04-20 03:00:05.932,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:05.932,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.304,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

57078,2021-04-20 03:00:06.024,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:06.024,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.305,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

57079,2021-04-20 03:00:06.117,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:06.117,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.306,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

57080,2021-04-20 03:00:06.211,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:06.211,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.307,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 2",ipmi_api,status,,0

57081,2021-04-20 03:00:06.304,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:06.304,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.308,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

57082,2021-04-20 03:00:06.399,2021-04-19 08:58:38.000,2021-04-19 08:58:38.000,,,,2021-04-20 03:00:06.399,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.309,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

57083,2021-04-20 03:10:08.574,2021-04-19 09:09:26.000,2021-04-19 09:09:26.000,,,,2021-04-20 03:10:08.574,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.310,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

57084,2021-04-20 03:10:08.683,2021-04-19 09:09:26.000,2021-04-19 09:09:26.000,,,,2021-04-20 03:10:08.683,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.311,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

57085,2021-04-20 03:10:08.793,2021-04-19 09:09:26.000,2021-04-19 09:09:26.000,,,,2021-04-20 03:10:08.793,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.312,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

57086,2021-04-20 03:10:08.901,2021-04-19 09:09:26.000,2021-04-19 09:09:26.000,,,,2021-04-20 03:10:08.901,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.313,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

57087,2021-04-20 03:10:09.010,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.010,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.314,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

57088,2021-04-20 03:10:09.118,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.118,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.315,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 2",ipmi_api,status,,0

57089,2021-04-20 03:10:09.231,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.231,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.316,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

57090,2021-04-20 03:10:09.383,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.383,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.317,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

57091,2021-04-20 03:10:09.530,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.530,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.318,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

57092,2021-04-20 03:10:09.676,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.676,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.319,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

57093,2021-04-20 03:10:09.811,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.811,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.320,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

57094,2021-04-20 03:10:09.976,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:09.976,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.321,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

57095,2021-04-20 03:10:10.119,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:10.119,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.322,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 2",ipmi_api,status,,0

57096,2021-04-20 03:10:10.250,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:10.250,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.323,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

57097,2021-04-20 03:10:10.391,2021-04-19 09:09:27.000,2021-04-19 09:09:27.000,,,,2021-04-20 03:10:10.391,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.324,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

57098,2021-04-20 03:40:06.791,2021-04-19 09:37:03.000,2021-04-19 09:37:03.000,,,,2021-04-20 03:40:06.791,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.305,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

57099,2021-04-20 03:40:06.888,2021-04-19 09:37:03.000,2021-04-19 09:37:03.000,,,,2021-04-20 03:40:06.888,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.306,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

57100,2021-04-20 03:40:06.986,2021-04-19 09:37:03.000,2021-04-19 09:37:03.000,,,,2021-04-20 03:40:06.986,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.307,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

57101,2021-04-20 03:40:07.085,2021-04-19 09:37:03.000,2021-04-19 09:37:03.000,,,,2021-04-20 03:40:07.085,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.308,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

57102,2021-04-20 03:40:07.182,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.182,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.309,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

57103,2021-04-20 03:40:07.278,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.278,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.310,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 2",ipmi_api,status,,0

57104,2021-04-20 03:40:07.371,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.371,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.311,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

57105,2021-04-20 03:40:07.466,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.466,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.312,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

57106,2021-04-20 03:40:07.562,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.562,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.313,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

57107,2021-04-20 03:40:07.671,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.671,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.314,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

57108,2021-04-20 03:40:07.765,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.765,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.315,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

57109,2021-04-20 03:40:07.859,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.859,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.316,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

57110,2021-04-20 03:40:07.953,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:07.953,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.317,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 2",ipmi_api,status,,0

57111,2021-04-20 03:40:08.047,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:08.047,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.318,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

57112,2021-04-20 03:40:08.150,2021-04-19 09:37:04.000,2021-04-19 09:37:04.000,,,,2021-04-20 03:40:08.150,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.319,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

57144,2021-04-20 01:05:04.722,2021-04-19 15:55:48.000,,,2021-04-21 10:29:43.000,,2021-04-21 10:29:43.000,yi,,1681.0,yi/e/cgni01/c/rack07/31/bm/nov079,yi/e/cgni01/c/rack07/31/bm/nov079,yginec01nov079,server,ipmi,sel,hp.ipmi.sel.32,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 1, port 1",ipmi_api,status,,1

57145,2021-04-20 01:25:04.542,2021-04-19 16:15:55.000,2021-04-19 16:15:55.000,,,,2021-04-20 01:25:04.542,yi,,1681.0,yi/e/cgni01/c/rack07/31/bm/nov079,yi/e/cgni01/c/rack07/31/bm/nov079,yginec01nov079,server,ipmi,sel,hp.ipmi.sel.33,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

57181,2021-04-20 03:10:04.685,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:04.685,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.98,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

57182,2021-04-20 03:10:04.842,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:04.842,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.99,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

57183,2021-04-20 03:10:04.984,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:04.984,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.100,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

57184,2021-04-20 03:10:05.143,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.143,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.101,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 2",ipmi_api,status,,0

57185,2021-04-20 03:10:05.286,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.286,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.102,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

57186,2021-04-20 03:10:05.459,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.459,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.103,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

57187,2021-04-20 03:10:05.593,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.593,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.104,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

57188,2021-04-20 03:10:05.707,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.707,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.105,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

57189,2021-04-20 03:10:05.838,2021-04-19 17:56:51.000,2021-04-19 17:56:51.000,,,,2021-04-20 03:10:05.838,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.106,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

57190,2021-04-20 03:10:05.971,2021-04-19 17:56:52.000,2021-04-19 17:56:52.000,,,,2021-04-20 03:10:05.971,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.107,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

57191,2021-04-20 03:10:06.110,2021-04-19 17:56:52.000,2021-04-19 17:56:52.000,,,,2021-04-20 03:10:06.110,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.108,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 2",ipmi_api,status,,0

57192,2021-04-20 03:10:06.248,2021-04-19 17:56:52.000,2021-04-19 17:56:52.000,,,,2021-04-20 03:10:06.248,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.109,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

57193,2021-04-20 03:10:06.384,2021-04-19 17:56:52.000,2021-04-19 17:56:52.000,,,,2021-04-20 03:10:06.384,jj,,699.0,jj/e/cgni01/c/rack01/04/bm/nova0100,jj/e/cgni01/c/rack01/04/bm/nova0100,jjec01nova0100,server,ipmi,sel,hp.ipmi.sel.110,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0
